SN,版本,MAC,时间,结果,通知治具开始测量静态电流（CC）,等待治具数据长包-机号,等待治具数据长包-静态电流(uA),等待治具数据长包-工作电流(mA),等待治具数据长包-充电电流(mA),等待治具数据长包-泵电压(mV),等待治具数据长包-MCU电压(mV),等待治具数据长包-阀电压(mV),MES启动,扫描连接蓝牙,M8 LED全开,M8读取版本号,M8获取电量信息,M8查询电池温度,M8开启按键上报,M8检查模式切换,M8检查减挡位,M8检查加挡位,通知治具准备开始测试（AA）,M8吸力测试开,通知治具开始测量工作电流（EE）,等待治具工作电流测量完成,M8吸力测试关,M8关机
M800DCC4000013C31LMB66G00285,自由测试工站   V1.1.14,DC:C4:00:00:13:C3,2026-06-18 21:23:29,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=380 允许[250500](通过),当前值=1188 允许[9001200](通过),当前值=3959 允许[38004500](通过),当前值=3313 允许[32503400](通过),当前值=4836 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),40(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000013D31LMB66G00284,自由测试工站   V1.1.14,DC:C4:00:00:13:D3,2026-06-18 21:30:33,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=372 允许[250500](通过),当前值=1200 允许[9001200](通过),当前值=3919 允许[38004500](通过),当前值=3308 允许[32503400](通过),当前值=4841 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),70(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000013E31LMB66G00283,自由测试工站   V1.1.14,DC:C4:00:00:13:E3,2026-06-18 19:50:28,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1139 允许[9001200](通过),当前值=3982 允许[38004500](通过),当前值=3326 允许[32503400](通过),当前值=4876 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000013F31LMB66G00282,自由测试工站   V1.1.14,DC:C4:00:00:13:F3,2026-06-23 14:12:57,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=391 允许[250500](通过),当前值=1188 允许[9001200](通过),当前值=4014 允许[38004500](通过),当前值=3320 允许[32503400](通过),当前值=4847 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),45(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014041LMB66G00281,自由测试工站   V1.1.14,DC:C4:00:00:14:04,2026-06-23 14:13:22,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1162 允许[9001200](通过),当前值=4037 允许[38004500](通过),当前值=3312 允许[32503400](通过),当前值=4854 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014141LMB66G00280,自由测试工站   V1.1.14,DC:C4:00:00:14:14,2026-06-23 14:13:27,FAIL,1(通过),当前值=1 允许[012](通过),当前值=17 允许[1030](通过),当前值=356 允许[250500](通过),当前值=1112 允许[9001200](通过),当前值=3951 允许[38004500](通过),当前值=3311 允许[32503400](通过),当前值=4819 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),45(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014241LMB66G00279,自由测试工站   V1.1.14,DC:C4:00:00:14:24,2026-06-23 14:13:13,FAIL,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=366 允许[250500](通过),当前值=1188 允许[9001200](通过),当前值=3945 允许[38004500](通过),当前值=3315 允许[32503400](通过),当前值=4803 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014341LMB66G00278,自由测试工站   V1.1.14,DC:C4:00:00:14:34,2026-06-23 14:12:43,FAIL,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=371 允许[250500](通过),当前值=1168 允许[9001200](通过),当前值=3968 允许[38004500](通过),当前值=3317 允许[32503400](通过),当前值=4836 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),48(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014441LMB66G00277,自由测试工站   V1.1.14,DC:C4:00:00:14:44,2026-06-23 14:13:02,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=330 允许[250500](通过),当前值=1146 允许[9001200](通过),当前值=4033 允许[38004500](通过),当前值=3302 允许[32503400](通过),当前值=4867 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014541LMB66G00276,自由测试工站   V1.1.14,DC:C4:00:00:14:54,2026-06-23 14:14:35,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=259 允许[250500](通过),当前值=1085 允许[9001200](通过),当前值=3902 允许[38004500](通过),当前值=3307 允许[32503400](通过),当前值=4860 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),50(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014641LMB66G00275,自由测试工站   V1.1.14,DC:C4:00:00:14:64,2026-06-23 14:13:35,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=372 允许[250500](通过),当前值=1111 允许[9001200](通过),当前值=3945 允许[38004500](通过),当前值=3315 允许[32503400](通过),当前值=4856 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014741LMB66G00274,自由测试工站   V1.1.14,DC:C4:00:00:14:74,2026-06-23 14:13:49,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=369 允许[250500](通过),当前值=1159 允许[9001200](通过),当前值=4018 允许[38004500](通过),当前值=3320 允许[32503400](通过),当前值=4855 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),75(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014841LMB66G00273,自由测试工站   V1.1.14,DC:C4:00:00:14:84,2026-06-18 19:56:10,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=385 允许[250500](通过),当前值=1090 允许[9001200](通过),当前值=4015 允许[38004500](通过),当前值=3309 允许[32503400](通过),当前值=4840 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014941LMB66G00272,自由测试工站   V1.1.14,DC:C4:00:00:14:94,2026-06-18 21:29:51,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=380 允许[250500](通过),当前值=1191 允许[9001200](通过),当前值=4022 允许[38004500](通过),当前值=3307 允许[32503400](通过),当前值=4869 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),70(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014A41LMB66G00271,自由测试工站   V1.1.14,DC:C4:00:00:14:A4,2026-06-23 14:14:33,FAIL,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=374 允许[250500](通过),当前值=1147 允许[9001200](通过),当前值=4048 允许[38004500](通过),当前值=3311 允许[32503400](通过),当前值=4871 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014B41LMB66G00270,自由测试工站   V1.1.14,DC:C4:00:00:14:B4,2026-06-18 19:54:00,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=368 允许[250500](通过),当前值=1139 允许[9001200](通过),当前值=4024 允许[38004500](通过),当前值=3327 允许[32503400](通过),当前值=4859 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014C41LMB66G00269,自由测试工站   V1.1.14,DC:C4:00:00:14:C4,2026-06-18 19:39:10,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=382 允许[250500](通过),当前值=1195 允许[9001200](通过),当前值=4050 允许[38004500](通过),当前值=3281 允许[32503400](通过),当前值=4875 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),50(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014D41LMB66G00268,自由测试工站   V1.1.14,DC:C4:00:00:14:D4,2026-06-18 19:38:10,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=386 允许[250500](通过),当前值=1067 允许[9001200](通过),当前值=4030 允许[38004500](通过),当前值=3314 允许[32503400](通过),当前值=4867 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014E41LMB66G00267,自由测试工站   V1.1.14,DC:C4:00:00:14:E4,2026-06-18 20:23:57,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=368 允许[250500](通过),当前值=1058 允许[9001200](通过),当前值=3980 允许[38004500](通过),当前值=3318 允许[32503400](通过),当前值=4802 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),62(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000014F41LMB66G00266,自由测试工站   V1.1.14,DC:C4:00:00:14:F4,2026-06-18 21:32:33,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=383 允许[250500](通过),当前值=1120 允许[9001200](通过),当前值=4013 允许[38004500](通过),当前值=3311 允许[32503400](通过),当前值=4848 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015051LMB66G00265,自由测试工站   V1.1.14,DC:C4:00:00:15:05,2026-06-18 20:35:41,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=386 允许[250500](通过),当前值=988 允许[9001200](通过),当前值=4017 允许[38004500](通过),当前值=3325 允许[32503400](通过),当前值=4834 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015151LMB66G00264,自由测试工站   V1.1.14,DC:C4:00:00:15:15,2026-06-18 19:57:33,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=379 允许[250500](通过),当前值=1108 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3326 允许[32503400](通过),当前值=4840 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015251LMB66G00263,自由测试工站   V1.1.14,DC:C4:00:00:15:25,2026-06-18 20:02:56,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=382 允许[250500](通过),当前值=1154 允许[9001200](通过),当前值=3990 允许[38004500](通过),当前值=3289 允许[32503400](通过),当前值=4856 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015351LMB66G00262,自由测试工站   V1.1.14,DC:C4:00:00:15:35,2026-06-18 20:10:18,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=290 允许[250500](通过),当前值=1142 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3318 允许[32503400](通过),当前值=4873 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015451LMB66G00261,自由测试工站   V1.1.14,DC:C4:00:00:15:45,2026-06-23 14:13:34,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=375 允许[250500](通过),当前值=1163 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3311 允许[32503400](通过),当前值=4849 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015551LMB66G00260,自由测试工站   V1.1.14,DC:C4:00:00:15:55,2026-06-23 14:13:45,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=374 允许[250500](通过),当前值=1116 允许[9001200](通过),当前值=3936 允许[38004500](通过),当前值=3316 允许[32503400](通过),当前值=4816 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015651LMB66G00259,自由测试工站   V1.1.14,DC:C4:00:00:15:65,2026-06-18 20:08:31,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=332 允许[250500](通过),当前值=1129 允许[9001200](通过),当前值=4032 允许[38004500](通过),当前值=3322 允许[32503400](通过),当前值=4867 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015751LMB66G00258,自由测试工站   V1.1.14,DC:C4:00:00:15:75,2026-06-18 20:14:43,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=367 允许[250500](通过),当前值=1198 允许[9001200](通过),当前值=4039 允许[38004500](通过),当前值=3322 允许[32503400](通过),当前值=4882 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),48(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015851LMB66G00257,自由测试工站   V1.1.14,DC:C4:00:00:15:85,2026-06-18 20:04:10,PASS,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=275 允许[250500](通过),当前值=1196 允许[9001200](通过),当前值=4007 允许[38004500](通过),当前值=3304 允许[32503400](通过),当前值=4845 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015951LMB66G00256,自由测试工站   V1.1.14,DC:C4:00:00:15:95,2026-06-23 14:13:47,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=308 允许[250500](通过),当前值=1114 允许[9001200](通过),当前值=3887 允许[38004500](通过),当前值=3320 允许[32503400](通过),当前值=4852 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015A51LMB66G00255,自由测试工站   V1.1.14,DC:C4:00:00:15:A5,2026-06-18 19:56:42,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=400 允许[250500](通过),当前值=1192 允许[9001200](通过),当前值=3956 允许[38004500](通过),当前值=3307 允许[32503400](通过),当前值=4858 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),45(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015B51LMB66G00254,自由测试工站   V1.1.14,DC:C4:00:00:15:B5,2026-06-23 14:13:18,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=385 允许[250500](通过),当前值=1111 允许[9001200](通过),当前值=3955 允许[38004500](通过),当前值=3326 允许[32503400](通过),当前值=4865 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015C51LMB66G00253,自由测试工站   V1.1.14,DC:C4:00:00:15:C5,2026-06-18 20:26:49,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1200 允许[9001200](通过),当前值=3967 允许[38004500](通过),当前值=3274 允许[32503400](通过),当前值=4867 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015D51LMB66G00252,自由测试工站   V1.1.14,DC:C4:00:00:15:D5,2026-06-18 20:23:09,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=383 允许[250500](通过),当前值=1035 允许[9001200](通过),当前值=3999 允许[38004500](通过),当前值=3320 允许[32503400](通过),当前值=4867 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),48(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015E51LMB66G00251,自由测试工站   V1.1.14,DC:C4:00:00:15:E5,2026-06-23 14:13:40,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=382 允许[250500](通过),当前值=1148 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3309 允许[32503400](通过),当前值=4853 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000015F51LMB66G00250,自由测试工站   V1.1.14,DC:C4:00:00:15:F5,2026-06-18 19:30:41,FAIL,1(通过),当前值=1 允许[012](通过),当前值=17 允许[1030](通过),当前值=379 允许[250500](通过),当前值=1195 允许[9001200](通过),当前值=4010 允许[38004500](通过),当前值=3287 允许[32503400](通过),当前值=4873 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),43(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016061LMB66G00249,自由测试工站   V1.1.14,DC:C4:00:00:16:06,2026-06-18 19:34:55,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1135 允许[9001200](通过),当前值=4027 允许[38004500](通过),当前值=3305 允许[32503400](通过),当前值=4867 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),43(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016161LMB66G00248,自由测试工站   V1.1.14,DC:C4:00:00:16:16,2026-06-18 20:13:27,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=374 允许[250500](通过),当前值=1193 允许[9001200](通过),当前值=3979 允许[38004500](通过),当前值=3286 允许[32503400](通过),当前值=4827 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016261LMB66G00247,自由测试工站   V1.1.14,DC:C4:00:00:16:26,2026-06-18 20:18:44,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=385 允许[250500](通过),当前值=1024 允许[9001200](通过),当前值=3956 允许[38004500](通过),当前值=3287 允许[32503400](通过),当前值=4848 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),48(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016361LMB66G00246,自由测试工站   V1.1.14,DC:C4:00:00:16:36,2026-06-18 20:12:40,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=377 允许[250500](通过),当前值=1188 允许[9001200](通过),当前值=4003 允许[38004500](通过),当前值=3307 允许[32503400](通过),当前值=4873 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),50(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
