SN,版本,MAC,时间,结果,通知治具开始测量静态电流（CC）,等待治具数据长包-机号,等待治具数据长包-静态电流(uA),等待治具数据长包-工作电流(mA),等待治具数据长包-充电电流(mA),等待治具数据长包-泵电压(mV),等待治具数据长包-MCU电压(mV),等待治具数据长包-阀电压(mV),MES启动,扫描连接蓝牙,M8 LED全开,M8读取版本号,M8获取电量信息,M8查询电池温度,M8开启按键上报,M8检查模式切换,M8检查减挡位,M8检查加挡位,通知治具准备开始测试（AA）,M8吸力测试开,通知治具开始测量工作电流（EE）,等待治具工作电流测量完成,M8吸力测试关,M8关机
M800DCC4000016461LMB66G00245,自由测试工站   V1.1.14,DC:C4:00:00:16:46,2026-06-18 15:36:42,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=388 允许[250500](通过),当前值=1154 允许[9001200](通过),当前值=3977 允许[38004500](通过),当前值=3318 允许[32503400](通过),当前值=4829 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016561LMB66G00244,自由测试工站   V1.1.14,DC:C4:00:00:16:56,2026-06-18 15:20:10,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=344 允许[250500](通过),当前值=1042 允许[9001200](通过),当前值=4032 允许[38004500](通过),当前值=3327 允许[32503400](通过),当前值=4879 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),62(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016661LMB66G00243,自由测试工站   V1.1.14,DC:C4:00:00:16:66,2026-06-18 15:25:06,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=392 允许[250500](通过),当前值=1056 允许[9001200](通过),当前值=3994 允许[38004500](通过),当前值=3320 允许[32503400](通过),当前值=4873 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016761LMB66G00242,自由测试工站   V1.1.14,DC:C4:00:00:16:76,2026-06-18 15:32:15,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=392 允许[250500](通过),当前值=1056 允许[9001200](通过),当前值=3969 允许[38004500](通过),当前值=3313 允许[32503400](通过),当前值=4847 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),64(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016861LMB66G00241,自由测试工站   V1.1.14,DC:C4:00:00:16:86,2026-06-18 15:24:02,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=382 允许[250500](通过),当前值=1195 允许[9001200](通过),当前值=3982 允许[38004500](通过),当前值=3312 允许[32503400](通过),当前值=4855 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016961LMB66G00240,自由测试工站   V1.1.14,DC:C4:00:00:16:96,2026-06-18 15:38:31,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=386 允许[250500](通过),当前值=1020 允许[9001200](通过),当前值=3999 允许[38004500](通过),当前值=3314 允许[32503400](通过),当前值=4860 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016A61LMB66G00239,自由测试工站   V1.1.14,DC:C4:00:00:16:A6,2026-06-18 15:35:34,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1090 允许[9001200](通过),当前值=4005 允许[38004500](通过),当前值=3340 允许[32503400](通过),当前值=4860 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016B61LMB66G00238,自由测试工站   V1.1.14,DC:C4:00:00:16:B6,2026-06-18 15:41:17,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=266 允许[250500](通过),当前值=1187 允许[9001200](通过),当前值=4032 允许[38004500](通过),当前值=3312 允许[32503400](通过),当前值=4860 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016C61LMB66G00237,自由测试工站   V1.1.14,DC:C4:00:00:16:C6,2026-06-18 15:30:35,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=366 允许[250500](通过),当前值=1192 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3321 允许[32503400](通过),当前值=4895 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),50(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016D61LMB66G00236,自由测试工站   V1.1.14,DC:C4:00:00:16:D6,2026-06-18 15:28:50,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=282 允许[250500](通过),当前值=1045 允许[9001200](通过),当前值=4028 允许[38004500](通过),当前值=3339 允许[32503400](通过),当前值=4880 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016E61LMB66G00235,自由测试工站   V1.1.14,DC:C4:00:00:16:E6,2026-06-18 15:37:37,PASS,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=394 允许[250500](通过),当前值=995 允许[9001200](通过),当前值=4015 允许[38004500](通过),当前值=3316 允许[32503400](通过),当前值=4863 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),50(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000016F61LMB66G00234,自由测试工站   V1.1.14,DC:C4:00:00:16:F6,2026-06-18 15:39:56,FAIL,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=365 允许[250500](通过),当前值=1189 允许[9001200](通过),当前值=4016 允许[38004500](通过),当前值=3311 允许[32503400](通过),当前值=4873 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017071LMB66G00233,自由测试工站   V1.1.14,DC:C4:00:00:17:07,2026-06-18 15:26:58,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1194 允许[9001200](通过),当前值=4018 允许[38004500](通过),当前值=3318 允许[32503400](通过),当前值=4870 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017171LMB66G00232,自由测试工站   V1.1.14,DC:C4:00:00:17:17,2026-06-18 15:33:10,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=371 允许[250500](通过),当前值=1017 允许[9001200](通过),当前值=3999 允许[38004500](通过),当前值=3321 允许[32503400](通过),当前值=4846 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017271LMB66G00231,自由测试工站   V1.1.14,DC:C4:00:00:17:27,2026-06-18 15:44:12,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=368 允许[250500](通过),当前值=1189 允许[9001200](通过),当前值=4012 允许[38004500](通过),当前值=3323 允许[32503400](通过),当前值=4849 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017371LMB66G00230,自由测试工站   V1.1.14,DC:C4:00:00:17:37,2026-06-18 15:27:58,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=395 允许[250500](通过),当前值=1156 允许[9001200](通过),当前值=4021 允许[38004500](通过),当前值=3333 允许[32503400](通过),当前值=4851 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),69(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017471LMB66G00229,自由测试工站   V1.1.14,DC:C4:00:00:17:47,2026-06-18 15:34:00,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=385 允许[250500](通过),当前值=954 允许[9001200](通过),当前值=4026 允许[38004500](通过),当前值=3310 允许[32503400](通过),当前值=4878 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017571LMB66G00228,自由测试工站   V1.1.14,DC:C4:00:00:17:57,2026-06-18 15:42:42,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=382 允许[250500](通过),当前值=1011 允许[9001200](通过),当前值=4015 允许[38004500](通过),当前值=3306 允许[32503400](通过),当前值=4865 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017671LMB66G00227,自由测试工站   V1.1.14,DC:C4:00:00:17:67,2026-06-18 15:21:47,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=381 允许[250500](通过),当前值=1112 允许[9001200](通过),当前值=4006 允许[38004500](通过),当前值=3326 允许[32503400](通过),当前值=4858 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017771LMB66G00226,自由测试工站   V1.1.14,DC:C4:00:00:17:77,2026-06-18 15:45:48,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=360 允许[250500](通过),当前值=1090 允许[9001200](通过),当前值=4021 允许[38004500](通过),当前值=3325 允许[32503400](通过),当前值=4870 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),48(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017871LMB66G00225,自由测试工站   V1.1.14,DC:C4:00:00:17:87,2026-06-17 22:33:07,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=368 允许[250500](通过),当前值=1184 允许[9001200](通过),当前值=3920 允许[38004500](通过),当前值=3318 允许[32503400](通过),当前值=4807 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017971LMB66G00224,自由测试工站   V1.1.14,DC:C4:00:00:17:97,2026-06-17 22:36:07,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=386 允许[250500](通过),当前值=1042 允许[9001200](通过),当前值=4016 允许[38004500](通过),当前值=3313 允许[32503400](通过),当前值=4874 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),40(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017A71LMB66G00223,自由测试工站   V1.1.14,DC:C4:00:00:17:A7,2026-06-17 21:53:43,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=387 允许[250500](通过),当前值=1072 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3310 允许[32503400](通过),当前值=4876 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017B71LMB66G00222,自由测试工站   V1.1.14,DC:C4:00:00:17:B7,2026-06-17 22:42:31,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=391 允许[250500](通过),当前值=1076 允许[9001200](通过),当前值=3965 允许[38004500](通过),当前值=3313 允许[32503400](通过),当前值=4897 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),43(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017C71LMB66G00221,自由测试工站   V1.1.14,DC:C4:00:00:17:C7,2026-06-17 22:43:57,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=379 允许[250500](通过),当前值=1191 允许[9001200](通过),当前值=3952 允许[38004500](通过),当前值=3314 允许[32503400](通过),当前值=4856 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),55(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017D71LMB66G00220,自由测试工站   V1.1.14,DC:C4:00:00:17:D7,2026-06-17 22:35:14,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=380 允许[250500](通过),当前值=1016 允许[9001200](通过),当前值=4034 允许[38004500](通过),当前值=3307 允许[32503400](通过),当前值=4881 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017E71LMB66G00219,自由测试工站   V1.1.14,DC:C4:00:00:17:E7,2026-06-17 22:32:13,PASS,1(通过),当前值=1 允许[012](通过),当前值=17 允许[1030](通过),当前值=377 允许[250500](通过),当前值=1053 允许[9001200](通过),当前值=4028 允许[38004500](通过),当前值=3311 允许[32503400](通过),当前值=4880 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000017F71LMB66G00218,自由测试工站   V1.1.14,DC:C4:00:00:17:F7,2026-06-17 22:34:19,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1083 允许[9001200](通过),当前值=4022 允许[38004500](通过),当前值=3318 允许[32503400](通过),当前值=4874 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),50(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018081LMB66G00217,自由测试工站   V1.1.14,DC:C4:00:00:18:08,2026-06-17 21:55:38,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=338 允许[250500](通过),当前值=1031 允许[9001200](通过),当前值=4006 允许[38004500](通过),当前值=3324 允许[32503400](通过),当前值=4803 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),45(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018181LMB66G00216,自由测试工站   V1.1.14,DC:C4:00:00:18:18,2026-06-17 21:57:23,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=387 允许[250500](通过),当前值=1036 允许[9001200](通过),当前值=3977 允许[38004500](通过),当前值=3315 允许[32503400](通过),当前值=4862 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018281LMB66G00215,自由测试工站   V1.1.14,DC:C4:00:00:18:28,2026-06-17 22:38:58,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=379 允许[250500](通过),当前值=1098 允许[9001200](通过),当前值=3954 允许[38004500](通过),当前值=3307 允许[32503400](通过),当前值=4834 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018381LMB66G00214,自由测试工站   V1.1.14,DC:C4:00:00:18:38,2026-06-17 22:31:00,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=375 允许[250500](通过),当前值=1194 允许[9001200](通过),当前值=4054 允许[38004500](通过),当前值=3340 允许[32503400](通过),当前值=4894 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),57(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018481LMB66G00213,自由测试工站   V1.1.14,DC:C4:00:00:18:48,2026-06-17 22:40:38,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=376 允许[250500](通过),当前值=1045 允许[9001200](通过),当前值=3978 允许[38004500](通过),当前值=3306 允许[32503400](通过),当前值=4843 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018581LMB66G00212,自由测试工站   V1.1.14,DC:C4:00:00:18:58,2026-06-17 22:38:08,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=390 允许[250500](通过),当前值=1064 允许[9001200](通过),当前值=3997 允许[38004500](通过),当前值=3316 允许[32503400](通过),当前值=4845 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),59(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018681LMB66G00211,自由测试工站   V1.1.14,DC:C4:00:00:18:68,2026-06-17 22:41:36,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=386 允许[250500](通过),当前值=1069 允许[9001200](通过),当前值=3959 允许[38004500](通过),当前值=3320 允许[32503400](通过),当前值=4843 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),65(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018781LMB66G00210,自由测试工站   V1.1.14,DC:C4:00:00:18:78,2026-06-17 22:44:48,PASS,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=381 允许[250500](通过),当前值=1061 允许[9001200](通过),当前值=4035 允许[38004500](通过),当前值=3329 允许[32503400](通过),当前值=4887 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),74(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018881LMB66G00209,自由测试工站   V1.1.14,DC:C4:00:00:18:88,2026-06-17 22:00:20,PASS,1(通过),当前值=1 允许[012](通过),当前值=14 允许[1030](通过),当前值=297 允许[250500](通过),当前值=1094 允许[9001200](通过),当前值=4039 允许[38004500](通过),当前值=3325 允许[32503400](通过),当前值=4881 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018981LMB66G00208,自由测试工站   V1.1.14,DC:C4:00:00:18:98,2026-06-17 22:37:12,PASS,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=390 允许[250500](通过),当前值=1177 允许[9001200](通过),当前值=4026 允许[38004500](通过),当前值=3302 允许[32503400](通过),当前值=4872 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),54(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018A81LMB66G00207,自由测试工站   V1.1.14,DC:C4:00:00:18:A8,2026-06-17 22:43:29,FAIL,1(通过),当前值=1 允许[012](通过),当前值=16 允许[1030](通过),当前值=342 允许[250500](通过),当前值=1194 允许[9001200](通过),当前值=3916 允许[38004500](通过),当前值=3309 允许[32503400](通过),当前值=4829 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),52(通过),24(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000018B81LMB66G00206,自由测试工站   V1.1.14,DC:C4:00:00:18:B8,2026-06-23 14:10:57,FAIL,1(通过),当前值=1 允许[012](通过),当前值=15 允许[1030](通过),当前值=366 允许[250500](通过),当前值=1157 允许[9001200](通过),当前值=3949 允许[38004500](通过),当前值=3314 允许[32503400](通过),当前值=4803 允许[48005100](通过),0(通过),已连接(通过),已确认(通过),2.13(通过),60(通过),23(通过),1(通过),按键ID:3 期望:3(通过),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)
M800DCC4000019091LMB66G00201,自由测试工站   V1.1.14,00:00:b0:7f:b3:61,2026-06-17 14:11:54,FAIL,1(通过),当前值=1 允许[012](通过),当前值=20 允许[1030](通过),当前值=377 允许[300500](通过),当前值=637 允许[100200](失败),当前值=3994 允许[50006000](失败),当前值=3352 允许[32003400](通过),,0(通过),协议FAIL或超时(失败),,2.13(通过),84(通过),236(通过),1(通过),按键ID:2 期望:3(失败),按键ID:2 期望:2(通过),按键ID:1 期望:1(通过),1(通过),1(通过),1(通过),工作电流测量完成 机号=1(通过),1(通过),ok(通过)